OrderID,CustomerID,OrderDate,Product,Quantity,UnitPrice,PaymentMethod,City,State,Category,TotalAmount,DeliveryTime,CustomerRating,Year,Month,Day,Weekday,Profit
10092,5390,2023-02-09,Shoes,1,3314.19,Credit Card,Kolkata,West Bengal,Fashion,3314.19,5,4,2023,2,9,Thursday,994.26
10093,5566,2023-08-17,Backpack,1,37760.95,UPI,Mumbai,Maharashtra,Accessories,37760.95,2,1,2023,8,17,Thursday,11328.28
10094,5106,2023-02-05,Camera,2,23321.13,Credit Card,Kolkata,West Bengal,Electronics,46642.26,4,5,2023,2,5,Sunday,13992.68
10095,5772,2023-08-11,Watch,1,56195.15,UPI,Delhi,Delhi,Accessories,56195.15,8,3,2023,8,11,Friday,16858.54
10096,5822,2023-01-06,Backpack,2,32656.81,UPI,Mumbai,Maharashtra,Accessories,65313.62,2,2,2023,1,6,Friday,19594.09
10097,5477,2023-11-18,Watch,1,56397.2,Credit Card,Pune,Maharashtra,Accessories,56397.2,4,5,2023,11,18,Saturday,16919.16
10098,5703,2023-08-08,Watch,3,13462.88,Credit Card,Chennai,Tamil Nadu,Accessories,40388.64,3,1,2023,8,8,Tuesday,12116.59
10099,5402,2023-03-16,Tablet,3,43625.84,UPI,Hyderabad,Telangana,Electronics,130877.52,3,4,2023,3,16,Thursday,39263.26
10100,5730,2023-01-04,Laptop,3,37149.77,Net Banking,Mumbai,Maharashtra,Electronics,111449.31,6,2,2023,1,4,Wednesday,33434.79
10101,5556,2023-12-01,Backpack,3,44442.67,Credit Card,Kolkata,West Bengal,Accessories,133328.01,7,3,2023,12,1,Friday,39998.4
10102,5162,2023-05-14,Backpack,2,13115.67,Debit Card,Hyderabad,Telangana,Accessories,26231.34,3,5,2023,5,14,Sunday,7869.4
10103,5202,2023-04-28,Tablet,2,40000.17,COD,Delhi,Delhi,Electronics,80000.34,9,5,2023,4,28,Friday,24000.1
10104,5958,2023-04-04,Shoes,4,30033.01,UPI,Kolkata,West Bengal,Fashion,120132.04,6,2,2023,4,4,Tuesday,36039.61
10105,5996,2023-03-03,Shoes,1,44646.65,UPI,Chennai,Tamil Nadu,Fashion,44646.65,8,1,2023,3,3,Friday,13394.0
10106,5270,2023-07-13,Shoes,3,19824.57,COD,Delhi,Delhi,Fashion,59473.71,2,3,2023,7,13,Thursday,17842.11
10107,5863,2023-12-01,Shirt,2,53436.4,Net Banking,Chennai,Tamil Nadu,Fashion,106872.8,3,2,2023,12,1,Friday,32061.84
10108,5816,2023-07-22,Watch,1,5332.79,COD,Chennai,Tamil Nadu,Accessories,5332.79,9,4,2023,7,22,Saturday,1599.84
10109,5271,2023-01-26,Shirt,1,48489.2,Credit Card,Hyderabad,Telangana,Fashion,48489.2,2,3,2023,1,26,Thursday,14546.76
10110,5456,2023-06-22,Laptop,2,51720.78,COD,Delhi,Delhi,Electronics,103441.56,2,5,2023,6,22,Thursday,31032.47
10111,5462,2023-10-27,Tablet,3,49089.96,UPI,Delhi,Delhi,Electronics,147269.88,7,2,2023,10,27,Friday,44180.96
10112,5727,2023-05-13,Backpack,4,30909.77,COD,Mumbai,Maharashtra,Accessories,123639.08,3,5,2023,5,13,Saturday,37091.72
10113,5252,2023-11-22,Watch,1,26471.58,Debit Card,Kolkata,West Bengal,Accessories,26471.58,2,5,2023,11,22,Wednesday,7941.47
10114,5702,2023-04-28,Shirt,4,59776.86,Credit Card,Delhi,Delhi,Fashion,239107.44,7,5,2023,4,28,Friday,71732.23
10115,5296,2023-11-20,Shirt,3,13981.57,COD,Mumbai,Maharashtra,Fashion,41944.71,7,1,2023,11,20,Monday,12583.41
10116,5725,2023-10-02,Jeans,3,32948.5,UPI,Bangalore,Karnataka,Fashion,98845.5,3,5,2023,10,2,Monday,29653.65
10117,5720,2023-07-31,Shirt,4,40339.33,Credit Card,Bangalore,Karnataka,Fashion,161357.32,7,4,2023,7,31,Monday,48407.2
10118,5749,2023-08-13,Camera,3,42141.8,UPI,Bangalore,Karnataka,Electronics,126425.4,3,4,2023,8,13,Sunday,37927.62
10119,5338,2023-01-20,Backpack,1,12480.27,Net Banking,Pune,Maharashtra,Accessories,12480.27,9,3,2023,1,20,Friday,3744.08
10120,5879,2023-04-23,Camera,4,39343.45,Debit Card,Delhi,Delhi,Electronics,157373.8,3,5,2023,4,23,Sunday,47212.14
10121,5053,2023-05-20,Backpack,3,49156.66,Net Banking,Pune,Maharashtra,Accessories,147469.98,4,5,2023,5,20,Saturday,44240.99
10122,5792,2023-02-16,Tablet,4,3286.11,Debit Card,Kolkata,West Bengal,Electronics,13144.44,2,2,2023,2,16,Thursday,3943.33
10123,5922,2023-01-01,Backpack,1,54717.82,COD,Delhi,Delhi,Accessories,54717.82,9,1,2023,1,1,Sunday,16415.35
10124,5217,2023-03-31,Camera,3,2061.39,Credit Card,Mumbai,Maharashtra,Electronics,6184.17,5,3,2023,3,31,Friday,1855.25
10125,5764,2023-05-22,Backpack,1,21551.47,COD,Pune,Maharashtra,Accessories,21551.47,3,5,2023,5,22,Monday,6465.44
10126,5188,2023-11-16,Tablet,3,1244.05,Debit Card,Pune,Maharashtra,Electronics,3732.15,2,2,2023,11,16,Thursday,1119.64
10127,5380,2023-02-07,Tablet,2,4905.57,Debit Card,Kolkata,West Bengal,Electronics,9811.14,8,1,2023,2,7,Tuesday,2943.34
10128,5493,2023-10-20,Laptop,3,54696.75,Debit Card,Pune,Maharashtra,Electronics,164090.25,7,3,2023,10,20,Friday,49227.08
10129,5041,2023-05-19,Backpack,4,21485.19,UPI,Chennai,Tamil Nadu,Accessories,85940.76,6,3,2023,5,19,Friday,25782.23
10130,5157,2023-12-22,Jeans,3,25658.86,Credit Card,Mumbai,Maharashtra,Fashion,76976.58,3,5,2023,12,22,Friday,23092.97
10131,5015,2023-11-29,Shoes,1,13156.06,COD,Bangalore,Karnataka,Fashion,13156.06,7,3,2023,11,29,Wednesday,3946.82
10132,5813,2023-09-16,Mobile,1,35946.62,COD,Mumbai,Maharashtra,Electronics,35946.62,7,2,2023,9,16,Saturday,10783.99
10133,5065,2023-06-10,Tablet,3,35809.75,Net Banking,Chennai,Tamil Nadu,Electronics,107429.25,7,3,2023,6,10,Saturday,32228.78
10134,5857,2023-06-27,Headphones,4,22520.36,Debit Card,Kolkata,West Bengal,Electronics,90081.44,7,4,2023,6,27,Tuesday,27024.43
10135,5839,2023-01-10,Shoes,2,20182.18,Debit Card,Kolkata,West Bengal,Fashion,40364.36,7,2,2023,1,10,Tuesday,12109.31
10136,5521,2023-09-18,Watch,4,53132.37,Debit Card,Delhi,Delhi,Accessories,212529.48,3,1,2023,9,18,Monday,63758.84
10137,5344,2023-05-18,Backpack,2,23182.07,COD,Mumbai,Maharashtra,Accessories,46364.14,8,1,2023,5,18,Thursday,13909.24
10138,5129,2023-06-21,Camera,1,29762.01,Net Banking,Kolkata,West Bengal,Electronics,29762.01,5,5,2023,6,21,Wednesday,8928.6
10139,5648,2023-01-13,Mobile,4,17213.29,UPI,Pune,Maharashtra,Electronics,68853.16,4,5,2023,1,13,Friday,20655.95
10140,5472,2023-06-17,Headphones,2,47270.14,Credit Card,Kolkata,West Bengal,Electronics,94540.28,7,4,2023,6,17,Saturday,28362.08
10141,5063,2023-05-10,Shoes,3,24027.65,UPI,Kolkata,West Bengal,Fashion,72082.95,7,1,2023,5,10,Wednesday,21624.88
10142,5139,2023-03-25,Backpack,1,30962.58,COD,Kolkata,West Bengal,Accessories,30962.58,4,1,2023,3,25,Saturday,9288.77
10143,5499,2023-11-17,Laptop,3,15425.42,Debit Card,Kolkata,West Bengal,Electronics,46276.26,8,1,2023,11,17,Friday,13882.88
10144,5593,2023-11-15,Watch,1,59263.28,Credit Card,Bangalore,Karnataka,Accessories,59263.28,9,1,2023,11,15,Wednesday,17778.98
10145,5392,2023-04-11,Mobile,4,17702.3,COD,Bangalore,Karnataka,Electronics,70809.2,8,3,2023,4,11,Tuesday,21242.76
10146,5675,2023-11-25,Jeans,4,46313.33,COD,Delhi,Delhi,Fashion,185253.32,9,2,2023,11,25,Saturday,55576.0
10147,5419,2023-09-30,Laptop,1,25821.49,COD,Kolkata,West Bengal,Electronics,25821.49,3,2,2023,9,30,Saturday,7746.45
10148,5289,2023-09-22,Headphones,1,12611.18,Credit Card,Mumbai,Maharashtra,Electronics,12611.18,2,4,2023,9,22,Friday,3783.35
10149,5379,2023-02-07,Mobile,1,48043.21,Credit Card,Chennai,Tamil Nadu,Electronics,48043.21,6,3,2023,2,7,Tuesday,14412.96
10150,5773,2023-04-04,Laptop,4,20216.33,Net Banking,Delhi,Delhi,Electronics,80865.32,6,1,2023,4,4,Tuesday,24259.6
10151,5490,2023-04-05,Watch,2,51952.04,Net Banking,Mumbai,Maharashtra,Accessories,103904.08,2,1,2023,4,5,Wednesday,31171.22
10152,5231,2023-11-01,Jeans,3,54940.85,UPI,Kolkata,West Bengal,Fashion,164822.55,3,5,2023,11,1,Wednesday,49446.76
10153,5041,2023-03-10,Laptop,3,51631.48,Credit Card,Hyderabad,Telangana,Electronics,154894.44,6,5,2023,3,10,Friday,46468.33
10154,5028,2023-11-14,Shirt,4,2389.97,Credit Card,Kolkata,West Bengal,Fashion,9559.88,8,4,2023,11,14,Tuesday,2867.96
10155,5135,2023-08-24,Jeans,3,47306.19,Credit Card,Bangalore,Karnataka,Fashion,141918.57,4,1,2023,8,24,Thursday,42575.57
10156,5201,2023-11-30,Headphones,1,24856.97,Net Banking,Chennai,Tamil Nadu,Electronics,24856.97,2,4,2023,11,30,Thursday,7457.09
10157,5840,2023-05-17,Watch,2,52461.26,COD,Pune,Maharashtra,Accessories,104922.52,8,3,2023,5,17,Wednesday,31476.76
10158,5780,2023-03-17,Backpack,3,38385.87,Debit Card,Chennai,Tamil Nadu,Accessories,115157.61,5,2,2023,3,17,Friday,34547.28
10159,5930,2023-02-04,Camera,2,50068.5,Net Banking,Pune,Maharashtra,Electronics,100137.0,3,1,2023,2,4,Saturday,30041.1
10160,5033,2023-01-01,Camera,1,30116.08,Credit Card,Chennai,Tamil Nadu,Electronics,30116.08,2,3,2023,1,1,Sunday,9034.82
10161,5048,2023-10-23,Camera,3,32241.02,Net Banking,Bangalore,Karnataka,Electronics,96723.06,6,1,2023,10,23,Monday,29016.92
10162,5503,2023-11-16,Mobile,4,8919.94,UPI,Pune,Maharashtra,Electronics,35679.76,3,5,2023,11,16,Thursday,10703.93
10163,5407,2023-03-01,Headphones,2,47104.05,Credit Card,Mumbai,Maharashtra,Electronics,94208.1,4,4,2023,3,1,Wednesday,28262.43
10164,5574,2023-11-16,Watch,1,25337.56,UPI,Pune,Maharashtra,Accessories,25337.56,3,5,2023,11,16,Thursday,7601.27
10165,5728,2023-12-15,Jeans,2,30154.78,Credit Card,Delhi,Delhi,Fashion,60309.56,3,2,2023,12,15,Friday,18092.87
10166,5805,2023-11-24,Mobile,3,47170.33,Net Banking,Mumbai,Maharashtra,Electronics,141510.99,4,5,2023,11,24,Friday,42453.3
10167,5099,2023-09-24,Headphones,3,36051.07,COD,Delhi,Delhi,Electronics,108153.21,7,1,2023,9,24,Sunday,32445.96
10168,5684,2023-12-27,Backpack,4,12305.59,Debit Card,Kolkata,West Bengal,Accessories,49222.36,4,5,2023,12,27,Wednesday,14766.71
10169,5872,2023-08-17,Shirt,1,35536.89,UPI,Chennai,Tamil Nadu,Fashion,35536.89,8,1,2023,8,17,Thursday,10661.07
10170,5726,2023-09-27,Watch,1,24635.68,Net Banking,Mumbai,Maharashtra,Accessories,24635.68,3,2,2023,9,27,Wednesday,7390.7
10171,5987,2023-11-12,Camera,4,28330.67,COD,Chennai,Tamil Nadu,Electronics,113322.68,9,5,2023,11,12,Sunday,33996.8
10172,5547,2023-10-13,Laptop,4,1990.18,Net Banking,Kolkata,West Bengal,Electronics,7960.72,4,4,2023,10,13,Friday,2388.22
10173,5961,2023-10-18,Watch,1,12838.75,UPI,Hyderabad,Telangana,Accessories,12838.75,7,4,2023,10,18,Wednesday,3851.62
10174,5739,2023-08-01,Tablet,2,17077.97,Debit Card,Chennai,Tamil Nadu,Electronics,34155.94,8,4,2023,8,1,Tuesday,10246.78
10175,5613,2023-06-14,Headphones,2,42863.71,Net Banking,Kolkata,West Bengal,Electronics,85727.42,9,5,2023,6,14,Wednesday,25718.23
10176,5943,2023-01-05,Shoes,4,986.1,Credit Card,Chennai,Tamil Nadu,Fashion,3944.4,9,5,2023,1,5,Thursday,1183.32
10177,5462,2023-12-05,Backpack,2,24704.0,COD,Kolkata,West Bengal,Accessories,49408.0,2,5,2023,12,5,Tuesday,14822.4
10178,5643,2023-03-19,Shirt,1,55464.4,Net Banking,Delhi,Delhi,Fashion,55464.4,4,1,2023,3,19,Sunday,16639.32
10179,5769,2023-03-03,Backpack,3,6979.27,COD,Kolkata,West Bengal,Accessories,20937.81,4,2,2023,3,3,Friday,6281.34
10180,5005,2023-05-12,Watch,3,31130.54,Credit Card,Pune,Maharashtra,Accessories,93391.62,3,4,2023,5,12,Friday,28017.49
10181,5218,2023-03-30,Shoes,2,47255.39,Debit Card,Hyderabad,Telangana,Fashion,94510.78,8,1,2023,3,30,Thursday,28353.23
10182,5503,2023-08-25,Tablet,4,56569.12,Debit Card,Chennai,Tamil Nadu,Electronics,226276.48,2,4,2023,8,25,Friday,67882.94
10183,5767,2023-02-11,Jeans,4,44882.57,Credit Card,Kolkata,West Bengal,Fashion,179530.28,5,1,2023,2,11,Saturday,53859.08
10184,5398,2023-03-30,Laptop,4,43317.76,COD,Kolkata,West Bengal,Electronics,173271.04,5,5,2023,3,30,Thursday,51981.31
10185,5871,2023-10-23,Shoes,4,49641.34,Net Banking,Chennai,Tamil Nadu,Fashion,198565.36,6,4,2023,10,23,Monday,59569.61
10186,5795,2023-11-24,Headphones,4,26938.21,Credit Card,Hyderabad,Telangana,Electronics,107752.84,4,5,2023,11,24,Friday,32325.85
10187,5393,2023-10-22,Camera,2,48408.92,UPI,Hyderabad,Telangana,Electronics,96817.84,4,4,2023,10,22,Sunday,29045.35
10188,5207,2023-04-14,Tablet,3,775.47,COD,Kolkata,West Bengal,Electronics,2326.41,2,3,2023,4,14,Friday,697.92
10189,5015,2023-01-14,Laptop,3,55496.3,Debit Card,Mumbai,Maharashtra,Electronics,166488.9,7,1,2023,1,14,Saturday,49946.67
10190,5858,2023-10-15,Shirt,2,26765.4,Credit Card,Delhi,Delhi,Fashion,53530.8,5,3,2023,10,15,Sunday,16059.24
